UNIPROT,Gene,PSMs_bio3,Peptides_bio3,Unique Peptides_bio3,PSMs_bio2,Peptides_bio2,Unique Peptides_bio2,PSMs_bio1,Peptides_bio1,Unique Peptides_bio1
Q9Y3S1,WNK2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9Y248,GINS2,NA,NA,NA,2,2,2,NA,NA,NA
Q9UKV3,ACIN1,15,8,8,16,9,9,24,14,14
Q06265,EXOSC9,NA,NA,NA,2,2,2,NA,NA,NA
Q15393,SF3B3,53,26,26,43,23,23,58,28,28
Q6PJT7,ZC3H14,20,12,12,15,11,11,23,12,12
Q27J81,INF2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q6DKI1,RPL7L1,7,5,5,11,5,5,10,5,5
Q9BXW9,FANCD2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q6P0N0,MIS18BP1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9BTL3,FAM103A1,7,3,3,NA,NA,NA,7,4,4
Q9NRW3,APOBEC3C,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9H5Z1,DHX35,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UH17,APOBEC3B,31,12,12,5,3,3,25,12,12
Q96DA2,RAB39B,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q92522,H1FX,4,3,3,25,10,10,8,4,4
P29218,IMPA1,NA,NA,NA,2,2,2,NA,NA,NA
O60506,SYNCRIP,78,33,27,45,21,15,105,26,22
Q9BVJ6,UTP14A,9,7,7,7,5,5,3,2,2
P78527,PRKDC,199,102,102,122,67,66,224,106,106
O43290,SART1,36,22,21,25,15,14,26,14,14
Q14103,HNRNPD,74,21,19,44,14,12,61,16,14
Q7KZ85,SUPT6H,10,7,7,10,7,7,16,10,10
Q9BTD8,RBM42,4,2,2,7,5,5,6,4,4
Q9NP77,SSU72,NA,NA,NA,NA,NA,NA,3,2,2
O94906,PRPF6,25,15,15,16,10,10,30,16,16
Q8IY63,AMOTL1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N2G6,ZCCHC24,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9BTE7,DCUN1D5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9BQ70,TCF25,NA,NA,NA,2,2,2,NA,NA,NA
Q8NEJ9,NGDN,NA,NA,NA,3,2,2,NA,NA,NA
P51513,NOVA1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UBB5,MBD2,2,2,2,4,2,2,NA,NA,NA
P57721,PCBP3,NA,NA,NA,NA,NA,NA,NA,NA,NA
P0CG12,CHTF8,5,4,4,5,3,3,4,2,2
Q9Y383,LUC7L2,35,13,9,25,10,6,40,13,9
Q09161,NCBP1,2,2,2,NA,NA,NA,3,2,2
Q8IZQ5,SELENOH,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8NEY8,PPHLN1,NA,NA,NA,7,4,4,13,5,5
Q9UMY1,NOL7,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q99873,PRMT1,17,9,9,13,7,7,29,11,11
Q6IQ49,SDE2,2,2,2,NA,NA,NA,NA,NA,NA
Q96PU8,QKI,30,12,12,15,7,7,35,14,14
Q02539,HIST1H1A,22,11,4,62,18,8,16,6,2
Q8N201,INTS1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8TCG1,KIAA1524,NA,NA,NA,7,6,6,NA,NA,NA
P16220,CREB1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q6SJ93,FAM111B,NA,NA,NA,NA,NA,NA,NA,NA,NA
P17844,DDX5,167,44,39,126,41,33,180,43,38
Q86U44,METTL3,2,2,2,NA,NA,NA,3,3,3
Q9UKJ3,GPATCH8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86V81,ALYREF,17,5,5,10,5,5,12,6,6
Q8WWY3,PRPF31,15,9,9,11,7,7,17,10,10
P84103,SRSF3,14,6,5,25,7,6,41,7,6
P51784,USP11,3,3,3,NA,NA,NA,4,3,3
Q9Y3B4,SF3B6,5,4,4,5,3,3,9,3,3
Q96ST2,IWS1,NA,NA,NA,3,2,2,NA,NA,NA
Q9H307,PNN,26,18,18,22,13,13,34,18,18
P18074,ERCC2,NA,NA,NA,NA,NA,NA,NA,NA,NA
O43823,AKAP8,13,9,9,6,4,4,13,8,8
P17480,UBTF,15,10,10,11,9,9,11,6,6
O95232,LUC7L3,23,11,11,6,3,3,10,6,6
O14979,HNRNPDL,68,20,18,43,13,11,51,14,12
Q9P2I0,CPSF2,32,19,19,9,6,6,22,13,13
P23193,TCEA1,9,7,7,12,7,7,20,10,10
P13010,XRCC5,85,38,37,59,27,27,129,36,35
P26678,PLN,NA,NA,NA,NA,NA,NA,NA,NA,NA
P09001,MRPL3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q13595,TRA2A,14,7,6,6,3,3,14,5,5
Q7Z7F0,KHDC4,NA,NA,NA,NA,NA,NA,NA,NA,NA
P49756,RBM25,36,18,18,9,6,6,26,12,12
Q8IY67,RAVER1,23,12,12,7,5,5,19,9,9
P08651,NFIC,NA,NA,NA,5,3,3,NA,NA,NA
Q6IBW4,NCAPH2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q5VTB9,RNF220,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q5T3I0,GPATCH4,2,2,2,8,4,4,NA,NA,NA
Q9NWH9,SLTM,31,14,14,30,16,16,31,16,16
Q16629,SRSF7,25,7,6,24,9,8,36,8,7
P22626,HNRNPA2B1,343,42,38,252,32,29,380,32,28
Q9UBT2,UBA2,4,3,3,NA,NA,NA,5,4,4
P63165,SUMO1,NA,NA,NA,NA,NA,NA,3,2,2
Q05925,EN1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q2TAY7,SMU1,26,12,12,15,6,6,26,11,11
Q16186,ADRM1,NA,NA,NA,4,3,3,NA,NA,NA
Q9UBB4,ATXN10,3,3,3,2,2,2,3,3,3
Q9UHD9,UBQLN2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q5T280,SPOUT1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8NDT2,RBM15B,3,3,2,NA,NA,NA,8,5,3
Q13868,EXOSC2,6,5,5,4,3,3,9,5,5
Q15050,RRS1,6,4,4,19,13,13,6,3,3
O95400,CD2BP2,8,5,5,3,3,3,NA,NA,NA
P15927,RPA2,3,2,2,NA,NA,NA,NA,NA,NA
Q969P6,TOP1MT,NA,NA,NA,NA,NA,NA,NA,NA,NA
O75319,DUSP11,5,4,4,2,2,2,5,4,4
O94888,UBXN7,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9NX24,NHP2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9NPF5,DMAP1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P31941,APOBEC3A,NA,NA,NA,NA,NA,NA,NA,NA,NA
O43422,THAP12,NA,NA,NA,NA,NA,NA,NA,NA,NA
O43768|P56211,ENSA|ARPP19,NA,NA,NA,NA,NA,NA,NA,NA,NA
O75533,SF3B1,105,46,46,55,27,27,89,38,38
O15083,ERC2,NA,NA,NA,NA,NA,NA,NA,NA,NA
O95104,SCAF4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UBW7,ZMYM2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UIG0,BAZ1B,16,10,9,22,12,11,6,4,3
Q49A26,GLYR1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q96GC5,MRPL48,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q96DI7,SNRNP40,12,9,9,7,4,4,23,12,12
Q14562,DHX8,7,4,4,2,2,2,8,5,4
Q02447,SP3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q53F19,NCBP3,2,2,2,4,3,3,8,5,5
Q9NRG0,CHRAC1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q99879,HIST1H2BM,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q5M9Q1,NKAPL,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86WJ1,CHD1L,NA,NA,NA,2,2,2,6,4,4
P23497,SP100,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q07666,KHDRBS1,51,17,15,38,16,15,71,17,16
Q9NVX2,NLE1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9NVM9,INTS13,3,3,3,3,2,2,3,2,2
Q9UQ35,SRRM2,59,26,26,53,20,20,71,28,28
Q96T23,RSF1,2,2,2,5,2,2,NA,NA,NA
Q9BZJ0,CRNKL1,10,8,8,6,5,5,14,9,9
Q5T8P6,RBM26,14,10,8,10,7,7,13,10,8
Q9P015,MRPL15,3,2,2,3,2,2,NA,NA,NA
O43251,RBFOX2,14,8,8,5,3,3,14,7,7
Q14807,KIF22,2,2,2,5,5,5,NA,NA,NA
P57053,H2BFS,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q6UX04,CWC27,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q13823,GNL2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9H814,PHAX,NA,NA,NA,NA,NA,NA,3,2,2
Q9BVI4,NOC4L,2,2,2,3,2,2,NA,NA,NA
Q8TAD8,SNIP1,3,2,2,NA,NA,NA,NA,NA,NA
Q9UBD5,ORC3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q08170,SRSF4,17,8,4,8,4,1,22,8,4
Q9BRX9,WDR83,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q6P2Q9,PRPF8,123,68,68,55,34,34,135,61,61
P49005,POLD2,9,6,6,8,5,5,9,6,6
Q15007,WTAP,5,3,3,5,4,4,8,5,5
Q96T88,UHRF1,11,8,8,11,7,7,11,7,7
Q9P013,CWC15,5,4,4,5,3,3,5,2,2
Q9HCD5,NCOA5,23,14,14,13,9,9,24,9,9
Q9H1E3,NUCKS1,NA,NA,NA,5,2,2,4,2,2
Q96H20,SNF8,NA,NA,NA,NA,NA,NA,NA,NA,NA
O95758,PTBP3,24,10,4,NA,NA,NA,23,7,3
O43143,DHX15,64,28,28,34,16,16,66,28,27
O00566,MPHOSPH10,6,3,3,6,5,5,4,3,3
Q8TDD1,DDX54,11,7,6,7,6,6,6,4,4
Q9NR30,DDX21,61,31,29,84,30,27,76,32,29
P26583,HMGB2,15,8,6,27,12,9,22,10,9
Q13123,IK,28,15,15,15,10,10,24,14,14
Q9NRX2,MRPL17,4,3,3,NA,NA,NA,NA,NA,NA
O75691,UTP20,3,3,3,NA,NA,NA,NA,NA,NA
O14578,CIT,NA,NA,NA,11,8,8,NA,NA,NA
P12956,XRCC6,96,35,35,92,35,35,132,37,37
O15226,NKRF,3,3,3,2,2,2,9,8,8
Q07812,BAX,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N7X1,RBMXL3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q93009,USP7,16,11,11,9,6,6,20,14,14
Q08211,DHX9,175,55,55,110,41,41,201,51,51
Q92733,PRCC,6,4,4,NA,NA,NA,NA,NA,NA
O43252,PAPSS1,NA,NA,NA,5,3,3,8,5,5
O75152,ZC3H11A,12,10,10,8,5,5,12,8,8
O60828,PQBP1,5,3,3,6,3,3,5,3,3
Q8IVL1,NAV2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P55795,HNRNPH2,68,14,7,58,11,4,144,12,5
O95391,SLU7,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9NV31,IMP3,3,2,2,4,3,3,NA,NA,NA
P23246,SFPQ,237,54,52,201,55,53,228,46,44
P82979,SARNP,5,4,4,10,6,6,12,7,7
P46013,MKI67,42,27,27,109,53,53,33,19,19
Q69YH5,CDCA2,NA,NA,NA,NA,NA,NA,2,2,2
A6NKD9,CCDC85C,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9NR56,MBNL1,5,4,4,3,2,2,6,4,4
P49903,SEPHS1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P51858,HDGF,14,7,6,15,7,6,8,5,4
Q96ME7,ZNF512,NA,NA,NA,5,3,3,NA,NA,NA
P35251,RFC1,5,3,3,NA,NA,NA,4,4,4
Q9BYD1,MRPL13,3,2,2,NA,NA,NA,NA,NA,NA
P78347,GTF2I,NA,NA,NA,3,3,3,3,3,3
Q9BYG3,NIFK,9,6,6,3,2,2,5,4,4
Q14181,POLA2,NA,NA,NA,NA,NA,NA,4,3,3
Q86XP3,DDX42,34,21,21,24,14,14,40,22,22
Q9NWB1,RBFOX1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P28340,POLD1,20,13,12,10,6,5,16,10,9
P11388,TOP2A,34,19,16,46,32,26,35,21,15
Q8WW12,PCNP,3,2,2,6,3,3,8,4,4
P11387,TOP1.00,10,8,8,28,16,16,34,17,17
Q9H9J4,USP42,5,4,4,NA,NA,NA,NA,NA,NA
Q9P206,KIAA1522,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q15428,SF3A2,13,8,8,8,5,5,5,3,3
Q9BRJ6,C7orf50,2,2,2,2,2,2,NA,NA,NA
O95071,UBR5,NA,NA,NA,2,2,2,NA,NA,NA
O43395,PRPF3,25,12,12,16,6,6,20,10,10
O60508,CDC40,6,4,4,NA,NA,NA,4,2,2
P38432,COIL,5,4,4,3,2,2,7,4,4
Q15287,RNPS1,24,7,7,24,6,6,36,7,7
Q9NQ55,PPAN,4,4,4,4,3,3,NA,NA,NA
Q6NZY4,ZCCHC8,15,11,11,5,3,3,9,5,5
P09661,SNRPA1,20,11,11,7,4,4,17,8,8
Q15208,STK38,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q15717,ELAVL1,42,15,15,34,17,17,59,17,17
P21127,CDK11B,NA,NA,NA,NA,NA,NA,12,7,7
Q99496,RNF2,9,4,3,5,4,4,8,3,2
P49750,YLPM1,99,45,45,44,22,22,93,43,43
Q14966,ZNF638,59,36,36,38,22,22,55,31,31
Q8TDI0,CHD5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q5T1J5,CHCHD2P9,NA,NA,NA,NA,NA,NA,NA,NA,NA
P08579,SNRPB2,7,5,3,6,4,2,8,5,3
Q15233,NONO,337,43,41,228,50,48,267,40,38
Q6P1J9,CDC73,6,5,5,7,4,4,10,5,5
Q96IZ7,RSRC1,NA,NA,NA,NA,NA,NA,5,3,3
Q9NZ63,C9orf78,8,4,4,4,2,2,6,2,2
Q15773,MLF2.00,2,2,2,NA,NA,NA,3,2,2
Q9BPX3,NCAPG,2,2,2,3,3,3,NA,NA,NA
Q96P63,SERPINB12,2,2,2,NA,NA,NA,11,6,6
Q13185,CBX3,16,6,5,31,7,7,18,6,6
Q96JB5,CDK5RAP3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q96HA8,WDYHV1,NA,NA,NA,NA,NA,NA,NA,NA,NA
B2RPK0,HMGB1P1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q92917,GPKOW,8,4,4,6,4,4,7,5,5
Q96GD0,PDXP,NA,NA,NA,NA,NA,NA,NA,NA,NA
P42357,HAL,NA,NA,NA,NA,NA,NA,4,3,3
Q14690,PDCD11,12,9,9,12,8,8,15,8,8
Q99877,HIST1H2BN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9H5V9,CXorf56,NA,NA,NA,NA,NA,NA,NA,NA,NA
O00541,PES1.00,12,7,7,20,13,13,13,7,7
Q68CP9,ARID2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q12888,TP53BP1,NA,NA,NA,NA,NA,NA,NA,NA,NA
O60231,DHX16,6,4,4,5,3,3,10,6,5
Q9BSD7,NTPCR,5,3,3,8,4,4,NA,NA,NA
Q15459,SF3A1,31,23,23,27,12,12,45,19,19
Q13427,PPIG,NA,NA,NA,2,2,2,6,3,3
P26368,U2AF2,51,16,16,16,6,6,52,13,13
A6NED2,RCCD1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P02663,CSN1S2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9P287,BCCIP,2,2,2,NA,NA,NA,4,3,3
Q8IY37,DHX37,NA,NA,NA,3,2,2,NA,NA,NA
P58876,HIST1H2BD,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q5QNW6,HIST2H2BF,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q6RFH5,WDR74,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9GZT3,SLIRP,NA,NA,NA,8,3,3,NA,NA,NA
Q8N543,OGFOD1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P55081,MFAP1,7,4,4,6,5,5,6,4,4
Q15022,SUZ12,NA,NA,NA,NA,NA,NA,3,2,2
Q9UPN6,SCAF8,5,4,4,4,3,3,7,5,5
Q01196,RUNX1,4,3,3,3,2,2,NA,NA,NA
P57740,NUP107,NA,NA,NA,7,5,5,4,2,2
Q9NYF8,BCLAF1,46,22,22,49,23,22,49,20,19
O75419,CDC45,2,2,2,NA,NA,NA,NA,NA,NA
P57678,GEMIN4,5,4,4,NA,NA,NA,NA,NA,NA
Q99880,HIST1H2BL,NA,NA,NA,NA,NA,NA,NA,NA,NA
P40692,MLH1,NA,NA,NA,3,2,2,NA,NA,NA
Q9NS86,LANCL2,NA,NA,NA,NA,NA,NA,NA,NA,NA
O95478,NSA2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9BQA1,WDR77,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q96KB5,PBK,NA,NA,NA,9,5,5,3,2,2
Q8NAT2,TDRD5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9BQ67,GRWD1,2,2,2,2,2,2,8,4,4
Q96SB8,SMC6,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9BWU0,SLC4A1AP,4,3,3,3,2,2,4,3,3
Q96EA4,SPDL1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P09429,HMGB1,34,14,12,45,18,15,57,16,15
P08708,RPS17,10,4,4,21,6,6,5,2,2
Q13950,RUNX2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P18846,ATF1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9H981,ACTR8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q14676,MDC1.00,4,4,4,12,8,8,9,6,6
Q9Y3I1,FBXO7,NA,NA,NA,NA,NA,NA,NA,NA,NA
P09874,PARP1,52,31,31,73,33,33,70,30,30
O60573,EIF4E2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8IZL8,PELP1,NA,NA,NA,3,2,2,3,2,2
Q5T653,MRPL2,6,4,4,NA,NA,NA,NA,NA,NA
Q9Y3C6,PPIL1,6,3,3,NA,NA,NA,4,2,2
Q7Z7C8,TAF8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q15397,PUM3,4,3,3,3,2,2,2,2,2
Q15054,POLD3,NA,NA,NA,4,2,2,4,3,3
Q71SY5,MED25,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q12873,CHD3,NA,NA,NA,NA,NA,NA,NA,NA,NA
P35659,DEK,NA,NA,NA,14,7,7,6,4,4
Q15029,EFTUD2,76,33,32,43,21,20,86,35,34
Q96TA1,FAM129B,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q69YN2,CWF19L1,7,5,5,3,2,2,11,6,6
Q7Z3K3,POGZ,2,2,2,8,6,6,NA,NA,NA
Q9H501,ESF1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q32P41,TRMT5,NA,NA,NA,NA,NA,NA,NA,NA,NA
O75683,SURF6,NA,NA,NA,4,3,3,NA,NA,NA
Q96F45,ZNF503,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q99570,PIK3R4,NA,NA,NA,NA,NA,NA,NA,NA,NA
O95235,KIF20A,3,2,2,7,4,4,NA,NA,NA
Q9Y2W2,WBP11,18,11,11,23,11,11,29,15,15
P48681,NES,NA,NA,NA,27,15,15,13,8,8
Q8N6T7,SIRT6,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q14331,FRG1,NA,NA,NA,2,2,2,NA,NA,NA
Q9H4A4,RNPEP,NA,NA,NA,NA,NA,NA,NA,NA,NA
P62310,LSM3.00,3,2,2,4,2,2,NA,NA,NA
Q15758,SLC1A5,NA,NA,NA,5,3,3,NA,NA,NA
Q9H8H0,NOL11,3,2,2,NA,NA,NA,2,2,2
P20962,PTMS,NA,NA,NA,NA,NA,NA,NA,NA,NA
O75643,SNRNP200,111,62,62,57,33,33,145,71,71
Q9H0C8,ILKAP,7,4,4,9,5,5,8,4,4
Q8WUM0,NUP133,5,3,3,11,7,7,2,2,2
Q8NCF5,NFATC2IP,NA,NA,NA,2,2,2,NA,NA,NA
P18615,NELFE,9,5,5,10,6,6,7,4,4
Q9NQT4,EXOSC5,NA,NA,NA,2,2,2,NA,NA,NA
Q9NRF9,POLE3,NA,NA,NA,NA,NA,NA,NA,NA,NA
P46063,RECQL,17,12,12,13,7,7,22,11,11
Q13882,PTK6,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q96LT9,RNPC3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9NWU2,GID8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q01780,EXOSC10,8,6,6,6,5,5,13,7,7
Q86VM9,ZC3H18,8,6,6,3,2,2,6,4,4
P05109,S100A8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9H9L3,ISG20L2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q6PD62,CTR9,NA,NA,NA,2,2,2,5,5,5
P85037,FOXK1,NA,NA,NA,2,2,2,4,2,2
Q99459,CDC5L,44,23,23,30,18,18,40,23,23
Q9Y5J1,UTP18,6,5,5,5,4,4,7,5,5
Q9NVP1,DDX18,13,9,9,17,9,9,13,8,8
Q99543,DNAJC2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P52815,MRPL12,NA,NA,NA,NA,NA,NA,NA,NA,NA
O15347,HMGB3,5,3,3,8,5,4,6,5,4
Q8WYQ5,DGCR8,4,3,3,NA,NA,NA,4,3,3
Q08AG7,MZT1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q92879,CELF1,20,8,8,7,4,4,19,8,8
P55160,NCKAP1L,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UKD2,MRTO4,6,5,5,9,5,5,15,7,7
Q99848,EBNA1BP2,9,6,6,18,11,11,7,5,5
Q9BXK1,KLF16,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q52LJ0,FAM98B,26,12,10,15,8,6,24,8,6
Q8TDN6,BRIX1,6,4,4,14,8,8,10,6,6
Q9ULX6,AKAP8L,9,5,5,5,3,3,11,6,6
Q8N3U4,STAG2,NA,NA,NA,2,2,2,2,2,2
Q9UIF9,BAZ2A,NA,NA,NA,2,2,2,NA,NA,NA
Q9NXE8,CWC25,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N1G2,CMTR1,9,7,7,3,2,2,14,10,10
P49643,PRIM2,4,2,2,NA,NA,NA,6,4,4
Q7L014,DDX46,37,21,21,18,11,11,43,23,23
P18754,RCC1,18,8,8,21,8,8,17,8,8
Q00613,HSF1,NA,NA,NA,NA,NA,NA,3,2,2
Q96EK6,GNPNAT1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q15427,SF3B4,12,5,5,3,3,3,24,6,6
O75934,BCAS2,14,8,8,13,7,7,15,8,8
P35998,PSMC2,11,6,6,8,4,4,6,5,5
O95639,CPSF4,7,2,2,3,2,2,6,2,2
Q9UL40,ZNF346,2,2,2,NA,NA,NA,5,3,3
Q96HR8,NAF1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9C0B1,FTO,NA,NA,NA,NA,NA,NA,5,3,3
O75477,ERLIN1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q16560,SNRNP35,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9BQ52,ELAC2,NA,NA,NA,NA,NA,NA,3,3,3
O94992,HEXIM1,5,4,4,3,2,2,4,2,2
P41223,BUD31,6,4,4,NA,NA,NA,NA,NA,NA
Q15121,PEA15,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q96EK4,THAP11,NA,NA,NA,NA,NA,NA,NA,NA,NA
O14531,DPYSL4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9HAF1,MEAF6,NA,NA,NA,2,2,2,NA,NA,NA
Q06587,RING1,9,4,3,NA,NA,NA,9,4,3
Q96T58,SPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q5VTR2,RNF20,16,12,11,10,7,7,18,10,9
Q9Y3A2,UTP11,5,3,3,NA,NA,NA,NA,NA,NA
P49674,CSNK1E,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9Y3B7,MRPL11,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q92466,DDB2,NA,NA,NA,NA,NA,NA,3,2,2
P27695,APEX1,11,4,4,11,5,5,9,4,4
O75928,PIAS2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q14790,CASP8,NA,NA,NA,NA,NA,NA,NA,NA,NA
P39748,FEN1,24,11,11,30,14,14,26,12,12
O60832,DKC1,16,11,11,11,6,6,23,12,12
Q9BTC8,MTA3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9NRZ9,HELLS,NA,NA,NA,2,2,2,3,2,2
P98175,RBM10,37,20,19,16,9,8,46,24,22
O00512,BCL9,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9H0E3,SAP130,NA,NA,NA,2,2,2,NA,NA,NA
Q9UFW8,CGGBP1,NA,NA,NA,3,2,2,NA,NA,NA
Q6UXN9,WDR82,11,6,6,7,4,4,10,5,5
Q15366,PCBP2,22,9,7,22,7,4,32,9,6
Q15369,ELOC,2,2,2,NA,NA,NA,NA,NA,NA
Q3B726,TWISTNB,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9BW27,NUP85,NA,NA,NA,3,3,3,NA,NA,NA
O14981,BTAF1,NA,NA,NA,NA,NA,NA,NA,NA,NA
O94901,SUN1,NA,NA,NA,6,4,4,NA,NA,NA
P22087,FBL,23,9,9,27,12,12,33,14,14
Q9P0V9,10-Sep,5,3,3,12,8,8,NA,NA,NA
P37837,TALDO1,2,2,2,3,3,3,3,3,3
P55769,SNU13,NA,NA,NA,5,3,3,3,2,2
Q96A35,MRPL24,2,2,2,NA,NA,NA,NA,NA,NA
Q9P035,HACD3,NA,NA,NA,NA,NA,NA,NA,NA,NA
O43423,ANP32C,NA,NA,NA,NA,NA,NA,NA,NA,NA
O95801,TTC4,NA,NA,NA,NA,NA,NA,NA,NA,NA
E9PRG8,C11orf98,NA,NA,NA,5,3,2,4,2,1
O43809,NUDT21,40,16,16,29,13,13,47,15,15
Q6WCQ1,MPRIP,NA,NA,NA,10,7,7,NA,NA,NA
Q13895,BYSL,8,6,6,8,4,4,12,7,7
Q9Y3E1,HDGFL3,NA,NA,NA,NA,NA,NA,NA,NA,NA
P17026,ZNF22,5,3,3,3,2,2,NA,NA,NA
Q9UJW0,DCTN4,NA,NA,NA,NA,NA,NA,NA,NA,NA
P78332,RBM6,31,19,19,3,2,2,15,9,9
Q9UFC0,LRWD1,2,2,2,3,2,2,NA,NA,NA
P49720,PSMB3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q14166,TTLL12,NA,NA,NA,3,2,2,3,2,2
O43929,ORC4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q96NC0,ZMAT2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P27694,RPA1,24,13,13,12,7,7,25,15,15
Q8IZ40,RCOR2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P26358,DNMT1,23,18,18,23,16,16,18,12,12
Q6PCB5,RSBN1L,NA,NA,NA,2,2,2,NA,NA,NA
Q9NYK5,MRPL39,NA,NA,NA,6,3,3,NA,NA,NA
